fecha,hora,temperatura,velocidad,presion,unidades_producidas,numero_fallos,ventas
2025-05-05,00:16:00,69.93,1426.9,30.59,2,0,3824.2
2025-05-05,00:16:30,64.71,1575.79,30.28,2,0,3962.9
2025-05-05,00:17:00,74.11,1568.55,29.43,1,0,2001.66
2025-05-05,00:17:30,63.9,1684.86,29.79,2,0,4176.8
2025-05-05,00:18:00,71.04,1482.44,36.2,0,0,0.0
2025-05-05,00:18:30,60.2,1566.87,29.48,0,0,0.0
2025-05-05,00:19:00,63.36,1509.81,31.02,1,0,1968.18
2025-05-05,00:19:30,70.98,1629.59,28.7,3,0,5920.200000000001
2025-05-05,00:20:00,73.69,1428.12,30.59,3,0,5579.79
2025-05-05,00:20:30,70.86,1574.5,29.52,2,0,3902.98
2025-05-05,00:21:00,69.42,1480.53,29.18,1,0,2042.78
2025-05-05,00:21:30,68.49,1493.58,33.64,1,0,1972.13
2025-05-05,00:22:00,62.61,1509.18,32.35,0,0,0.0
2025-05-05,00:22:30,66.4,1525.22,30.27,0,0,0.0
2025-05-05,00:23:00,67.7,1488.38,25.39,0,0,0.0
2025-05-05,00:23:30,75.29,1521.47,29.28,3,0,6033.51
2025-05-05,00:24:00,71.72,1657.81,35.41,2,0,3780.42
2025-05-05,00:24:30,61.18,1598.54,29.54,2,0,4052.14
2025-05-05,00:25:00,71.62,1586.92,32.21,2,0,3967.16
2025-05-05,00:25:30,68.07,1454.45,32.88,0,0,0.0
2025-05-05,00:26:00,66.62,1411.08,30.44,0,0,0.0
2025-05-05,00:26:30,73.06,1595.53,28.32,0,0,0.0
2025-05-05,00:27:00,75.15,1587.6,25.13,1,0,2194.4
2025-05-05,00:27:30,74.66,1647.27,31.37,0,0,0.0
2025-05-05,00:28:00,65.8,1439.6,28.37,1,0,2110.31
2025-05-05,00:28:30,68.45,1477.05,30.35,0,0,0.0
2025-05-05,00:29:00,71.66,1336.05,27.5,0,0,0.0
2025-05-05,00:29:30,74.88,1460.75,29.47,1,0,2109.1
2025-05-05,00:30:00,67.6,1599.66,30.07,0,0,0.0
2025-05-05,00:30:30,69.07,1453.35,30.54,0,0,0.0
2025-05-05,00:31:00,64.47,1564.05,27.77,2,0,3786.72
2025-05-05,00:31:30,64.02,1480.95,32.39,1,0,1993.3
2025-05-05,00:32:00,74.06,1532.41,28.81,1,0,2027.75
2025-05-05,00:32:30,76.78,1385.23,26.65,2,0,3948.06
2025-05-05,00:33:00,69.64,1508.52,29.78,3,0,6116.37
2025-05-05,00:33:30,75.02,1200.89,30.07,0,0,0.0
2025-05-05,00:34:00,71.81,1481.31,30.32,1,0,2100.28
2025-05-05,00:34:30,66.77,1336.95,32.72,4,0,8674.36
2025-05-05,00:35:00,71.81,1620.6,29.53,2,0,3934.12
2025-05-05,00:35:30,77.69,1577.74,29.76,1,0,1863.6
2025-05-05,00:36:00,69.82,1546.67,27.79,2,0,4071.64
2025-05-05,00:36:30,77.82,1652.1,31.64,2,0,4376.76
2025-05-05,00:37:00,56.9,1405.11,30.37,0,0,0.0
2025-05-05,00:37:30,74.11,1674.74,29.16,1,0,2068.68
2025-05-05,00:38:00,70.44,1593.22,26.19,3,0,6208.710000000001
2025-05-05,00:38:30,68.5,1476.34,32.89,1,0,2019.14
2025-05-05,00:39:00,70.46,1613.56,27.54,0,0,0.0
2025-05-05,00:39:30,60.06,1389.37,28.82,1,0,1907.66
2025-05-05,00:40:00,68.9,1417.55,30.72,0,0,0.0
2025-05-05,00:40:30,71.79,1439.14,27.61,2,0,3777.62
2025-05-05,00:41:00,77.39,1447.1,27.01,2,0,3921.94
2025-05-05,00:41:30,67.41,1394.34,25.75,0,0,0.0
2025-05-05,00:42:00,65.96,1622.31,31.44,0,0,0.0
2025-05-05,00:42:30,67.49,1474.11,28.91,2,0,3896.2
2025-05-05,00:43:00,74.58,1535.25,35.85,0,0,0.0
2025-05-05,00:43:30,71.64,1442.96,28.01,5,0,10328.4
2025-05-05,00:44:00,67.35,1317.94,28.16,1,0,2135.84
2025-05-05,00:44:30,72.57,1527.01,28.87,1,0,2106.34
2025-05-05,00:45:00,70.49,1308.77,30.49,0,0,0.0
2025-05-05,00:45:30,74.84,1493.14,29.06,2,0,3704.88
2025-05-05,00:46:00,66.49,1363.17,31.22,1,0,1964.83
2025-05-05,00:46:30,68.36,1698.73,28.04,1,0,2194.73
2025-05-05,00:47:00,68.04,1591.14,27.24,0,0,0.0
2025-05-05,00:47:30,62.68,1510.58,26.4,1,0,1846.25
2025-05-05,00:48:00,71.48,1626.37,25.55,2,0,3988.88
2025-05-05,00:48:30,71.31,1415.37,28.96,0,0,0.0
2025-05-05,00:49:00,70.03,1554.35,29.4,2,0,3847.56
2025-05-05,00:49:30,68.83,1519.98,28.74,1,0,1769.08
2025-05-05,00:50:00,62.92,1526.4,32.49,0,0,0.0
2025-05-05,00:50:30,67.9,1627.24,32.46,1,0,1921.22
2025-05-05,00:51:00,68.29,1573.25,29.33,5,0,9608.099999999999
2025-05-05,00:51:30,65.99,1528.87,26.41,3,0,5893.59
2025-05-05,00:52:00,69.19,1334.51,28.87,3,0,5959.89
2025-05-05,00:52:30,72.02,1404.0,28.8,2,0,3998.18
2025-05-05,00:53:00,79.43,1487.73,28.69,1,0,1911.6
2025-05-05,00:53:30,70.87,1509.34,28.6,2,0,3955.96
2025-05-05,00:54:00,71.29,1386.98,28.69,0,0,0.0
2025-05-05,00:54:30,69.63,1741.17,29.23,1,0,2031.1
2025-05-05,00:55:00,60.41,1651.64,28.73,0,0,0.0
2025-05-05,00:55:30,69.87,1560.21,30.42,1,0,1971.05
2025-05-05,00:56:00,70.3,1507.2,30.72,2,0,4183.84
2025-05-05,00:56:30,82.32,1478.78,28.18,1,0,1894.07
2025-05-05,00:57:00,69.04,1404.81,32.54,4,0,8286.56
2025-05-05,00:57:30,71.51,1507.75,28.04,0,0,0.0
2025-05-05,00:58:00,69.83,1525.78,26.76,1,0,1669.21
2025-05-05,00:58:30,64.16,1375.82,30.76,2,0,3969.72
2025-05-05,00:59:00,75.71,1533.42,28.37,1,0,1712.42
2025-05-05,00:59:30,73.76,1484.47,30.64,1,0,1988.18
2025-05-05,01:00:00,73.96,1309.22,25.19,1,0,1999.28
2025-05-05,01:00:30,65.45,1413.96,32.78,0,0,0.0
2025-05-05,01:01:00,77.01,1458.64,31.34,1,0,2192.48
2025-05-05,01:01:30,62.99,1688.77,27.0,2,0,4057.2
2025-05-05,01:02:00,72.93,1555.66,27.04,2,0,3830.2
2025-05-05,01:02:30,80.95,1366.45,33.34,1,0,2146.54
2025-05-05,01:03:00,65.05,1548.6,28.53,1,0,1820.44
2025-05-05,01:03:30,67.17,1345.27,28.33,1,0,1877.08
2025-05-05,01:04:00,70.5,1608.27,25.47,1,0,1770.05
2025-05-05,01:04:30,67.48,1452.89,29.3,2,0,4360.2
2025-05-05,01:05:00,62.25,1490.64,29.54,0,0,0.0
2025-05-05,01:05:30,70.34,1632.58,31.43,1,0,2065.94
2025-05-05,01:06:00,64.69,1371.28,27.2,1,0,2030.1
2025-05-05,01:06:30,72.37,1360.29,26.96,1,0,2057.38
2025-05-05,01:07:00,65.4,1441.64,30.9,0,0,0.0
2025-05-05,01:07:30,77.75,1603.84,32.01,0,0,0.0
2025-05-05,01:08:00,66.08,1348.07,26.86,2,0,4021.52
2025-05-05,01:08:30,68.39,1216.78,32.16,2,0,3878.28
2025-05-05,01:09:00,74.07,1454.88,30.08,1,0,1995.34
2025-05-05,01:09:30,63.85,1555.17,32.18,1,0,2027.36
2025-05-05,01:10:00,71.14,1620.03,29.86,0,0,0.0
2025-05-05,01:10:30,76.54,1453.68,24.96,0,0,0.0
2025-05-05,01:11:00,61.96,1458.86,29.7,0,0,0.0
2025-05-05,01:11:30,70.92,1615.39,32.12,1,0,2108.28
2025-05-05,01:12:00,71.3,1313.03,28.21,3,0,5907.9
2025-05-05,01:12:30,73.91,1461.15,29.22,1,0,2058.47
2025-05-05,01:13:00,63.82,1519.04,29.65,0,0,0.0
2025-05-05,01:13:30,63.4,1544.92,24.2,0,0,0.0
2025-05-05,01:14:00,72.61,1449.02,33.34,1,0,1915.64
2025-05-05,01:14:30,71.48,1503.44,28.2,0,1,0.0
2025-05-05,01:15:00,71.25,1251.17,31.01,0,0,0.0
2025-05-05,01:15:30,71.73,1434.18,29.83,0,0,0.0
2025-05-05,01:16:00,66.6,1545.35,32.52,3,0,6053.85
2025-05-05,01:16:30,71.16,1401.77,30.81,0,0,0.0
2025-05-05,01:17:00,71.47,1505.9,29.53,1,0,2040.44
2025-05-05,01:17:30,66.43,1544.69,28.21,1,0,1758.74
2025-05-05,01:18:00,79.33,1465.75,31.6,1,0,2105.6
2025-05-05,01:18:30,72.37,1517.05,26.25,1,0,1849.04
2025-05-05,01:19:00,64.04,1403.73,31.29,1,0,2023.05
2025-05-05,01:19:30,73.28,1479.34,27.8,2,0,3845.06
2025-05-05,01:20:00,65.13,1561.02,32.5,0,0,0.0
2025-05-05,01:20:30,73.94,1515.7,30.32,1,0,2143.96
2025-05-05,01:21:00,75.79,1441.35,31.29,1,0,1925.82
2025-05-05,01:21:30,65.9,1522.42,30.16,1,0,1987.26
2025-05-05,01:22:00,74.82,1571.46,26.5,1,0,2024.46
2025-05-05,01:22:30,72.06,1295.01,28.28,0,0,0.0
2025-05-05,01:23:00,74.11,1615.91,31.34,0,0,0.0
2025-05-05,01:23:30,79.48,1466.37,30.33,1,0,1897.51
2025-05-05,01:24:00,68.77,1542.55,32.36,1,0,1928.24
2025-05-05,01:24:30,66.23,1619.72,30.81,0,0,0.0
2025-05-05,01:25:00,65.55,1362.83,28.07,1,0,2123.45
2025-05-05,01:25:30,65.92,1429.06,28.41,4,0,8171.12
2025-05-05,01:26:00,69.61,1471.15,30.21,0,0,0.0
2025-05-05,01:26:30,71.71,1421.62,25.37,2,0,4129.68
2025-05-05,01:27:00,71.38,1673.49,33.35,0,0,0.0
2025-05-05,01:27:30,74.14,1414.32,30.88,0,0,0.0
2025-05-05,01:28:00,70.07,1444.45,32.45,1,0,2252.7
2025-05-05,01:28:30,77.27,1520.44,26.84,1,0,1964.12
2025-05-05,01:29:00,68.68,1379.79,32.49,1,0,2080.16
2025-05-05,01:29:30,83.6,1460.43,34.46,1,0,1925.46
2025-05-05,01:30:00,73.13,1531.75,27.36,2,0,3977.54
2025-05-05,01:30:30,65.71,1466.71,31.54,1,0,2002.96
2025-05-05,01:31:00,64.65,1490.66,30.0,0,0,0.0
2025-05-05,01:31:30,72.41,1447.07,26.91,1,0,2246.3
2025-05-05,01:32:00,68.88,1348.55,30.99,1,0,1969.34
2025-05-05,01:32:30,73.57,1532.16,31.67,1,0,2058.69
2025-05-05,01:33:00,72.37,1675.49,28.8,0,0,0.0
2025-05-05,01:33:30,69.64,1501.84,32.33,2,0,4086.4
2025-05-05,01:34:00,65.77,1522.53,26.67,0,0,0.0
2025-05-05,01:34:30,62.43,1569.27,27.01,1,0,1947.24
2025-05-05,01:35:00,67.77,1373.07,30.27,0,0,0.0
2025-05-05,01:35:30,74.28,1670.25,30.05,0,0,0.0
2025-05-05,01:36:00,71.07,1520.23,28.57,2,0,4003.44
2025-05-05,01:36:30,63.77,1663.19,31.62,0,0,0.0
2025-05-05,01:37:00,70.87,1426.7,31.06,3,0,6603.27
2025-05-05,01:37:30,71.93,1681.81,31.72,1,0,1961.99
2025-05-05,01:38:00,65.58,1577.52,29.75,1,0,1914.37
2025-05-05,01:38:30,70.77,1555.3,31.21,1,0,1883.31
2025-05-05,01:39:00,70.29,1523.4,29.11,1,0,2019.81
2025-05-05,01:39:30,64.29,1475.15,34.11,2,0,4095.88
2025-05-05,01:40:00,71.79,1620.05,28.37,1,0,1945.43
2025-05-05,01:40:30,72.8,1514.04,34.21,2,0,4155.74
2025-05-05,01:41:00,75.42,1303.29,30.07,1,0,2046.54
2025-05-05,01:41:30,75.27,1388.28,27.25,0,0,0.0
2025-05-05,01:42:00,63.11,1481.42,32.74,1,0,1909.76
2025-05-05,01:42:30,65.31,1531.0,30.25,2,0,3903.62
2025-05-05,01:43:00,72.58,1494.34,31.7,1,0,1757.02
2025-05-05,01:43:30,72.57,1621.9,32.45,2,0,4047.16
2025-05-05,01:44:00,72.58,1304.89,30.68,0,0,0.0
2025-05-05,01:44:30,89.26,1514.36,28.82,0,0,0.0
2025-05-05,01:45:00,72.85,1318.2,31.95,2,0,4100.86
2025-05-05,01:45:30,75.68,1575.97,30.0,0,0,0.0
2025-05-05,01:46:00,74.77,1490.55,31.37,2,0,3977.92
2025-05-05,01:46:30,73.26,1541.96,25.69,1,0,2004.87
2025-05-05,01:47:00,68.42,1413.61,30.89,2,0,3719.14
2025-05-05,01:47:30,73.79,1627.95,28.72,2,0,3883.26
2025-05-05,01:48:00,66.14,1604.17,33.31,1,0,2005.05
2025-05-05,01:48:30,68.82,1558.35,31.25,1,0,1926.41
2025-05-05,01:49:00,67.57,1487.05,30.48,1,0,2086.02
2025-05-05,01:49:30,70.41,1557.99,30.97,0,0,0.0
2025-05-05,01:50:00,81.57,1429.31,28.0,1,0,2021.63
2025-05-05,01:50:30,60.66,1585.56,33.25,1,0,2011.66
2025-05-05,01:51:00,73.43,1664.95,33.98,2,0,4149.26
2025-05-05,01:51:30,61.94,1607.06,30.79,0,0,0.0
2025-05-05,01:52:00,67.64,1427.04,33.18,3,0,6208.200000000001
2025-05-05,01:52:30,75.44,1536.14,28.86,0,0,0.0
2025-05-05,01:53:00,70.32,1370.69,28.41,1,0,2119.41
2025-05-05,01:53:30,64.61,1557.24,30.08,1,0,2152.73
2025-05-05,01:54:00,66.42,1545.06,30.87,2,0,3903.58
2025-05-05,01:54:30,73.4,1313.02,29.21,2,0,4047.32
2025-05-05,01:55:00,66.35,1383.82,31.08,3,0,5732.76
2025-05-05,01:55:30,71.08,1471.69,30.61,1,0,1805.16
2025-05-05,01:56:00,70.23,1469.91,28.0,1,0,1926.13
2025-05-05,01:56:30,66.74,1379.05,31.04,2,0,3891.98
2025-05-05,01:57:00,80.72,1538.9,31.73,0,0,0.0
2025-05-05,01:57:30,73.17,1525.15,30.34,1,0,1904.11
2025-05-05,01:58:00,59.87,1480.57,32.31,1,0,1926.66
2025-05-05,01:58:30,70.93,1424.42,27.57,2,0,3997.8
2025-05-05,01:59:00,66.69,1604.87,30.94,1,0,1922.98
2025-05-05,01:59:30,74.26,1665.54,27.66,2,0,4108.7
2025-05-05,02:00:00,66.04,1451.64,27.77,0,0,0.0
2025-05-05,02:00:30,69.43,1438.78,28.74,1,0,2238.04
2025-05-05,02:01:00,72.52,1549.12,28.12,1,0,2112.57
2025-05-05,02:01:30,74.33,1464.2,28.9,0,0,0.0
2025-05-05,02:02:00,64.0,1486.06,29.57,1,0,1937.97
2025-05-05,02:02:30,68.33,1573.97,31.67,1,0,2029.37
2025-05-05,02:03:00,67.63,1309.06,29.36,0,0,0.0
2025-05-05,02:03:30,66.73,1631.83,26.83,2,0,3897.34
2025-05-05,02:04:00,78.83,1507.27,32.28,0,0,0.0
2025-05-05,02:04:30,72.02,1458.85,28.33,2,0,3720.38
2025-05-05,02:05:00,63.7,1491.08,29.88,2,0,3951.12
2025-05-05,02:05:30,74.59,1496.24,30.89,1,0,2055.59
2025-05-05,02:06:00,80.61,1326.88,30.4,0,0,0.0
2025-05-05,02:06:30,75.16,1649.49,32.19,1,0,1979.32
2025-05-05,02:07:00,62.4,1504.13,30.96,1,0,1986.22
2025-05-05,02:07:30,67.58,1544.3,28.28,2,0,3832.88
2025-05-05,02:08:00,76.33,1595.15,34.36,1,0,2117.39
2025-05-05,02:08:30,66.46,1397.88,30.39,1,0,1898.2
2025-05-05,02:09:00,72.22,1547.35,29.71,0,0,0.0
2025-05-05,02:09:30,73.87,1473.24,31.93,1,0,2041.36
2025-05-05,02:10:00,65.37,1584.68,30.5,1,0,1905.14
2025-05-05,02:10:30,69.7,1287.28,30.8,2,0,4014.62
2025-05-05,02:11:00,53.79,1490.09,34.98,3,0,5727.12
2025-05-05,02:11:30,64.88,1439.72,29.45,0,0,0.0
2025-05-05,02:12:00,68.74,1543.23,29.36,0,0,0.0
2025-05-05,02:12:30,63.76,1547.0,30.23,0,0,0.0
2025-05-05,02:13:00,78.16,1429.24,32.14,2,0,3755.16
2025-05-05,02:13:30,62.85,1428.78,26.99,2,0,3728.46
2025-05-05,02:14:00,67.8,1488.93,26.07,0,0,0.0
2025-05-05,02:14:30,70.65,1410.34,28.83,3,0,6162.84
2025-05-05,02:15:00,77.21,1584.2,26.73,0,0,0.0
2025-05-05,02:15:30,62.82,1463.08,29.15,0,0,0.0
2025-05-05,02:16:00,75.82,1209.3,31.0,2,0,4181.52
2025-05-05,02:16:30,70.05,1462.52,28.22,2,0,3835.16
2025-05-05,02:17:00,65.09,1396.15,27.15,1,0,2079.36
2025-05-05,02:17:30,72.31,1336.87,30.14,1,0,1912.75
2025-05-05,02:18:00,71.0,1376.26,31.73,1,0,1935.55
2025-05-05,02:18:30,67.0,1510.94,26.61,2,0,4151.66
2025-05-05,02:19:00,70.35,1632.86,31.64,2,0,4172.76
2025-05-05,02:19:30,68.07,1531.32,31.63,2,0,4119.5
2025-05-05,02:20:00,70.57,1439.35,31.91,1,0,1895.03
2025-05-05,02:20:30,73.31,1545.59,32.44,3,0,5865.99
2025-05-05,02:21:00,77.93,1454.09,34.4,3,0,6047.07
2025-05-05,02:21:30,63.81,1430.54,29.29,3,0,5745.21
2025-05-05,02:22:00,80.67,1384.56,30.22,1,0,2137.1
2025-05-05,02:22:30,60.24,1324.82,29.17,0,0,0.0
2025-05-05,02:23:00,69.24,1461.01,30.0,2,0,3844.26
2025-05-05,02:23:30,72.94,1515.81,33.07,0,0,0.0
2025-05-05,02:24:00,71.4,1490.34,27.31,0,0,0.0
2025-05-05,02:24:30,66.89,1458.4,28.28,1,0,1860.38
2025-05-05,02:25:00,68.96,1405.43,32.75,1,0,2062.53
2025-05-05,02:25:30,67.53,1560.82,32.04,1,0,2003.03
2025-05-05,02:26:00,67.05,1368.29,29.27,0,0,0.0
2025-05-05,02:26:30,74.25,1577.6,31.71,1,0,2154.52
2025-05-05,02:27:00,71.79,1399.78,30.68,3,0,6129.9
2025-05-05,02:27:30,66.54,1424.76,33.0,0,0,0.0
2025-05-05,02:28:00,74.5,1353.32,30.15,0,0,0.0
2025-05-05,02:28:30,71.54,1449.86,32.05,3,0,5203.47
2025-05-05,02:29:00,74.06,1597.53,35.28,1,0,1860.54
2025-05-05,02:29:30,73.15,1551.56,31.2,2,0,4020.14
2025-05-05,02:30:00,65.86,1597.84,30.1,1,0,2061.6
2025-05-05,02:30:30,67.2,1552.21,31.44,0,0,0.0
2025-05-05,02:31:00,73.74,1389.63,29.27,2,0,3821.5
2025-05-05,02:31:30,73.05,1466.92,34.78,0,0,0.0
2025-05-05,02:32:00,69.9,1421.98,30.36,0,0,0.0
2025-05-05,02:32:30,70.59,1633.06,29.45,1,0,2093.8
2025-05-05,02:33:00,76.39,1380.32,28.33,3,0,6296.88
2025-05-05,02:33:30,67.04,1589.37,32.19,1,0,1944.08
2025-05-05,02:34:00,72.74,1589.3,31.73,0,0,0.0
2025-05-05,02:34:30,68.99,1682.96,29.01,0,0,0.0
2025-05-05,02:35:00,68.91,1459.03,31.15,1,0,2051.16
2025-05-05,02:35:30,75.49,1571.23,26.98,0,0,0.0
2025-05-05,02:36:00,74.13,1728.17,30.37,0,0,0.0
2025-05-05,02:36:30,74.07,1438.24,30.91,1,0,1914.0
2025-05-05,02:37:00,76.53,1346.5,33.41,1,0,1991.79
2025-05-05,02:37:30,70.11,1312.0,28.46,0,0,0.0
2025-05-05,02:38:00,73.41,1571.27,27.44,1,0,1955.85
2025-05-05,02:38:30,68.45,1311.68,28.21,1,0,2089.33
2025-05-05,02:39:00,71.62,1462.77,27.33,0,0,0.0
2025-05-05,02:39:30,69.35,1543.73,32.67,0,0,0.0
2025-05-05,02:40:00,70.48,1518.52,33.1,0,0,0.0
2025-05-05,02:40:30,72.98,1542.54,30.64,0,0,0.0
2025-05-05,02:41:00,65.91,1522.23,32.44,2,0,4301.9
2025-05-05,02:41:30,80.46,1627.89,30.27,2,0,4086.82
2025-05-05,02:42:00,64.97,1404.77,29.81,2,0,3996.82
2025-05-05,02:42:30,63.93,1432.3,29.33,1,0,1911.22
2025-05-05,02:43:00,75.79,1422.73,29.38,1,0,1991.17
2025-05-05,02:43:30,73.96,1583.02,26.9,2,0,3959.24
2025-05-05,02:44:00,73.12,1590.04,30.53,1,0,1874.17
2025-05-05,02:44:30,73.14,1545.12,29.92,0,0,0.0
2025-05-05,02:45:00,69.94,1618.35,31.49,0,0,0.0
2025-05-05,02:45:30,65.51,1382.2,30.19,0,0,0.0
2025-05-05,02:46:00,70.38,1666.72,29.67,1,0,2130.63
2025-05-05,02:46:30,66.61,1652.32,28.26,1,0,1877.31
2025-05-05,02:47:00,74.88,1573.56,30.14,1,0,2171.23
2025-05-05,02:47:30,69.26,1678.18,31.48,0,0,0.0
2025-05-05,02:48:00,65.87,1334.34,27.71,4,0,7610.0
2025-05-05,02:48:30,68.39,1447.56,30.17,0,0,0.0
2025-05-05,02:49:00,72.06,1426.47,30.47,4,0,7821.4
2025-05-05,02:49:30,67.18,1572.15,28.56,0,0,0.0
2025-05-05,02:50:00,65.89,1394.99,28.82,2,0,3919.14
2025-05-05,02:50:30,71.22,1575.75,30.46,0,0,0.0
2025-05-05,02:51:00,71.22,1637.05,27.73,0,0,0.0
2025-05-05,02:51:30,67.47,1569.52,30.7,0,0,0.0
2025-05-05,02:52:00,67.64,1528.38,28.21,0,0,0.0
2025-05-05,02:52:30,71.16,1401.21,32.13,1,0,2055.11
2025-05-05,02:53:00,62.76,1415.31,34.68,0,0,0.0
2025-05-05,02:53:30,62.96,1624.96,28.28,0,0,0.0
2025-05-05,02:54:00,66.41,1577.93,31.07,1,0,2119.26
2025-05-05,02:54:30,68.93,1496.1,28.55,0,0,0.0
2025-05-05,02:55:00,71.55,1458.21,32.08,0,0,0.0
2025-05-05,02:55:30,77.38,1297.42,27.47,0,0,0.0
2025-05-05,02:56:00,74.29,1392.91,30.96,1,0,1969.61
2025-05-05,02:56:30,69.2,1691.14,28.25,2,0,3956.46
2025-05-05,02:57:00,69.9,1371.95,29.59,1,0,1968.55
2025-05-05,02:57:30,64.99,1518.95,27.94,1,0,2023.17
2025-05-05,02:58:00,69.91,1600.74,31.64,3,0,5774.1900000000005
2025-05-05,02:58:30,68.56,1374.51,28.33,0,0,0.0
2025-05-05,02:59:00,71.61,1518.47,31.1,3,0,5557.14
2025-05-05,02:59:30,65.86,1593.79,29.31,0,0,0.0
2025-05-05,03:00:00,72.6,1501.25,29.77,1,0,2064.21
2025-05-05,03:00:30,77.66,1786.84,30.3,0,0,0.0
2025-05-05,03:01:00,69.46,1333.14,28.48,0,0,0.0
2025-05-05,03:01:30,72.01,1605.87,30.42,3,0,6305.16
2025-05-05,03:02:00,73.45,1482.72,33.06,2,0,3801.82
2025-05-05,03:02:30,67.99,1577.19,28.44,1,0,1939.33
2025-05-05,03:03:00,71.12,1544.13,32.34,0,0,0.0
2025-05-05,03:03:30,70.06,1426.68,33.0,1,0,2003.47
2025-05-05,03:04:00,70.49,1522.9,28.37,1,0,1820.29
2025-05-05,03:04:30,66.13,1314.21,27.09,0,0,0.0
2025-05-05,03:05:00,70.12,1560.32,30.6,0,0,0.0
2025-05-05,03:05:30,72.49,1529.82,28.91,2,0,3919.44
2025-05-05,03:06:00,77.26,1563.87,33.74,1,0,2025.58
2025-05-05,03:06:30,74.8,1605.81,30.07,0,0,0.0
2025-05-05,03:07:00,80.77,1536.76,28.4,1,0,2196.11
2025-05-05,03:07:30,66.16,1514.81,27.71,0,0,0.0
2025-05-05,03:08:00,74.36,1411.89,32.18,1,0,2082.6
2025-05-05,03:08:30,70.92,1428.78,28.86,0,0,0.0
2025-05-05,03:09:00,80.95,1618.67,30.09,1,0,1986.28
2025-05-05,03:09:30,65.96,1643.63,31.91,2,0,4157.46
2025-05-05,03:10:00,65.8,1476.19,29.03,1,0,2093.43
2025-05-05,03:10:30,67.0,1504.6,29.91,0,0,0.0
2025-05-05,03:11:00,59.38,1409.54,29.97,1,0,2174.98
2025-05-05,03:11:30,67.37,1617.28,31.37,2,0,3688.24
2025-05-05,03:12:00,66.2,1566.54,31.18,0,0,0.0
2025-05-05,03:12:30,70.75,1694.12,29.56,0,0,0.0
2025-05-05,03:13:00,71.71,1412.17,30.13,0,0,0.0
2025-05-05,03:13:30,79.38,1462.2,29.26,0,0,0.0
2025-05-05,03:14:00,74.75,1523.14,27.04,2,0,3993.62
2025-05-05,03:14:30,67.12,1564.65,30.52,0,0,0.0
2025-05-05,03:15:00,65.51,1478.43,33.78,1,0,1969.97
2025-05-05,03:15:30,72.46,1412.7,28.23,3,0,5646.4800000000005
2025-05-05,03:16:00,63.4,1588.14,28.45,1,0,1958.28
2025-05-05,03:16:30,79.16,1572.11,28.26,1,0,2137.08
2025-05-05,03:17:00,75.9,1408.37,31.45,1,0,2007.09
2025-05-05,03:17:30,67.65,1635.54,30.9,0,0,0.0
2025-05-05,03:18:00,61.43,1617.02,29.68,0,0,0.0
2025-05-05,03:18:30,76.77,1513.43,28.16,0,0,0.0
2025-05-05,03:19:00,69.43,1507.96,30.18,0,0,0.0
2025-05-05,03:19:30,76.19,1555.41,26.87,0,0,0.0
2025-05-05,03:20:00,62.03,1413.83,30.29,0,0,0.0
